x1,x2,y,subset
-0.26851847448187727,1.1548724893861342,0,train
0.47570902729588543,0.9453626123983537,0,train
0.14270384689854254,1.1519295625782529,0,train
0.5122910554326401,0.9813028536384355,0,train
-0.28101033636151507,0.7912587582225453,0,train
0.222232308939712,0.8851208391219914,0,train
-0.2726990669615282,0.8768161688836118,0,train
-0.8957544070476953,0.5636373993669388,0,train
-0.7754630531217086,0.6661355595220748,0,val
0.18952682639528512,1.0373160179961318,0,val
0.3577997719389878,0.9476136283569774,0,val
-0.2401301116244091,0.9270479942951163,0,val
0.707727729730582,0.6575974810443084,0,train
0.3903169318915475,0.9801399167341692,0,val
-0.27442740672449517,1.029166763801017,0,train
0.17408796419205858,1.0735072992161279,0,train
-0.9217179063073171,0.5748813822661574,0,val
0.3900363602989916,0.9296125639169067,0,train
0.6712053161477338,0.8398390633480711,0,train
0.39820158864052313,0.8326811787394628,0,train
0.022278084168606133,1.0738840537903809,0,train
0.06498320301330475,1.1017727876699768,0,val
-0.723886748646243,0.31210046099015465,0,val
0.2776904242617162,1.121468319495118,0,train
-0.08239352138880213,0.8771636470769086,0,train
-0.3857449294159956,0.937369952860528,0,train
-0.008859798948502008,1.0531043155195354,0,train
-0.25050744774062506,0.9430638314547455,0,train
-0.1447986286965475,0.9521718559111723,0,train
-0.36638178934283594,0.6559629041343481,0,train
0.6280931856280836,0.747759274416507,0,train
-0.5240069046081575,0.8873863882502006,0,train
0.012054100931454488,1.002369391121971,0,val
-0.2276275685780671,0.8640662493368023,0,train
0.08913920452017725,0.8789846064659724,0,val
-0.8773317985792849,0.6375314419021899,0,train
1.0651526674642222,0.5642029687962203,0,train
-0.8296205066201605,0.8694479039419984,0,train
0.4145166613717653,0.9259477391385361,0,val
-0.8291082160413386,0.8576561292229663,0,train
-0.6937583723931808,0.7691306217800237,0,train
-0.33879006593284394,0.8939689652810942,0,train
-0.3473541711500412,0.9076109125142234,0,train
-0.9424376972482615,0.38772820869332114,0,train
0.4406471385425397,0.9560558189206755,0,val
0.36626378326178116,0.8263178611695725,0,train
0.3898918954667379,0.9783090460903285,0,train
-0.4520779560912929,1.0056368683468837,0,train
0.7804988288759145,0.884057662391068,0,train
-0.48794311018501274,0.8881669533339663,0,train
0.1752261403020161,1.0836024050183946,0,train
0.431681153850328,0.6868331615699294,0,train
0.6489829008577441,0.6952677156537864,0,train
0.19943761832512477,1.063245144837064,0,train
0.6416817973771477,0.5428485170272611,0,val
-0.15633373471522818,0.9580390732577677,0,val
-0.4638104317349899,0.8824656231373373,0,train
-0.484130383318835,0.9118456082951181,0,train
0.26599902596590974,0.9676752792836735,0,train
-0.16109582450341486,0.746303909542954,0,train
-0.14840327890363306,0.8974960083843295,0,val
-0.3771637192133922,0.9769840017618618,0,val
-0.04812745850290959,0.8496342636330476,0,val
-0.020697009768205103,1.0508304234830548,0,train
0.9271690749133903,0.541459241269672,0,train
0.11893224799268357,1.020371085058541,0,train
0.005110711475201576,1.054537528298635,0,train
0.05970439582655118,0.9063379035415907,0,train
0.16731396384072322,0.8256557623658838,0,val
0.7740536405431129,0.7371839195615673,0,train
0.27891269078470415,0.8764800571704285,0,train
-0.27375020190753824,0.9704274909091087,0,val
-0.9409756186953506,0.37726662697394947,0,train
0.550757726015391,0.8879604590432664,0,train
-0.02054451625027892,1.1043927718685795,0,train
0.5289159830825673,0.8388397783329773,0,val
-0.09955519617403369,1.0978105888783734,0,train
0.1237368139181219,0.9029932712158593,0,train
-0.593121900694815,1.0669401538757957,0,train
-0.47025591514504494,0.791006290628971,0,train
-0.11147916702310662,0.8064187113012116,0,val
0.1575222837891955,1.016874790550635,0,val
-0.49911420154747593,0.6388534372705645,0,val
-0.06110207482678747,0.9577237875044639,0,train
-0.6591462558052454,0.7096743800963456,0,train
0.7217832812302564,0.5699769021401154,0,labeled
-0.8541679641804881,0.458976304918314,0,val
0.3011627243169939,1.1434259562107554,0,train
0.6255549447787766,0.9383762738988364,0,train
0.05684352774805477,1.0644900074440424,0,train
0.567740256089052,0.7180640718870244,0,val
-0.3818402545491281,1.0648069624302545,0,val
0.1791776987864646,0.9657158972022213,0,train
-0.06753669681356902,0.9477080811868718,0,train
0.535593076563843,0.7670428474886354,0,val
0.08194111397688146,0.9375803467466439,0,val
0.013203841876583036,1.0535247189922858,0,train
0.14907068418187971,0.9895420981399757,0,train
-0.6908051212308653,0.6077478316440923,0,train
-0.34430390741011313,1.0226484321588176,0,train
-0.11836118980201663,0.9096020220023199,0,train
0.8256142356434628,0.7042987079850691,0,train
-0.22221714551905972,0.9820690998930663,0,train
-0.5269612329089262,0.9109399433392041,0,train
0.3924323812935656,0.8988123591401329,0,val
0.1898001381838132,0.9302571351681773,0,val
1.2091710107638287,-0.09247018676858187,0,train
0.6876081440440639,0.7071541424236942,0,val
1.0180218664501006,0.22111062279969462,0,train
-0.12835347253478918,0.8170832236420132,0,train
-0.03459397157183691,1.0446856743113213,0,train
0.23223791294110357,0.9182004807584355,0,val
0.19997760989754884,1.0861994493645473,0,train
-0.5350978571196987,0.8758164708962367,0,train
0.3993451687667099,0.8537815533737007,0,train
-0.08107904940062226,0.9807045021930755,0,val
-0.31133580210566125,0.8306324638504223,0,train
0.1913165345980518,1.0339964383964033,0,train
0.06652538032859343,1.0346073594856984,0,train
0.3222116298961364,0.7330539960216181,0,train
0.31610025695682253,1.0504509286259105,0,train
-0.16240409873678557,0.9136249444519837,0,train
0.7880178447785514,0.44460247568298994,0,train
0.025722800682216156,0.9858281857987522,0,train
0.16882012599495905,0.8075144844464381,0,val
0.020465706953634585,1.0392228499351153,0,labeled
-0.8288045717296133,0.7072599554094882,0,labeled
0.2383218780939811,0.9268963839691434,0,val
-0.6819762777461983,0.7386794681436483,0,train
-0.38018039873187337,0.7019048890885704,0,train
0.06458343350270836,0.8351153209464779,0,train
-0.26621158601459716,0.8370593849648698,0,val
-0.04826963410858055,1.0536998742041246,0,val
0.5258229153838205,0.7191821235463307,0,val
-0.4143361511480256,0.8382064923177581,0,train
0.21506073245551544,0.8723905639942695,0,val
-0.10453503937679928,1.0663124469496583,0,train
0.884137013027769,0.3753633927446209,0,train
0.3963397825297521,0.9452879214526031,0,train
-0.22478386553776156,1.0569895799365148,0,train
0.5885896910596702,0.9216402885950012,0,val
0.009019414820893384,0.9937002878237958,0,val
