x1,x2,y,subset
0.7786577870581841,0.5723261710774512,0,train
0.5224740796063988,0.9196711570409136,0,train
0.7041402275390671,0.8233800331029327,0,train
0.9327982232824871,0.7373985024510148,0,train
1.123311200813204,0.1336107113971282,0,train
0.7533706116429034,0.5746848175321682,0,train
0.9278195836132545,0.24452453244218825,0,train
0.9695707634155818,0.15015207756347732,0,train
0.8245147492085837,0.0443086683952984,0,val
0.6973585005858377,0.7408614751769271,0,val
0.946993958915267,0.602552252069675,0,val
0.9341382939424713,0.30165450836524915,0,val
-0.10547278404061533,1.0145298361452004,0,train
0.4862151254737013,0.9269708199624562,0,val
0.9228831523518438,0.39767883892241396,0,train
0.9454461247357668,0.6237405850123934,0,train
0.9229442723905597,0.1338338875804945,0,val
0.7314739836251143,0.7331801423691297,0,train
0.5675046081836017,0.8950646008860266,0,train
0.46502890415091436,0.7958280456541899,0,train
0.8986877614920932,0.5686210495439156,0,train
0.8075716900834196,0.6679604862536551,0,val
1.193823718119028,-0.01399515225648261,0,val
0.8210817643230478,0.8036971929867411,0,train
0.8235618718150313,0.3572341307110806,0,train
1.0322538558547165,0.2800689067849437,0,train
0.7752221827112197,0.5963735446085214,0,train
0.9844897131408082,0.30285113219528614,0,train
0.9917214913963857,0.33793652232696625,0,train
1.0269021447314817,-0.0017568819007386938,0,train
0.11301996760347455,0.9949608981721442,0,train
0.8535912327381668,0.22987759225066437,0,train
0.7724585605277425,0.5586441758032025,0,val
0.7719986625258044,0.30106755206927166,0,train
0.6434552879353378,0.5546843613059977,0,val
0.8795148377563399,0.10663548579063285,0,train
-0.14484537404739758,1.0290057149578171,0,train
0.8283483446621756,0.27328192625097414,0,train
0.6969625462818593,0.7646490390617985,0,val
0.8801408714037546,0.29152423777206055,0,train
0.8877118376324276,0.1407570316468843,0,train
1.1455361460525173,0.24262030462536716,0,train
1.041100521689425,0.24991728757467727,0,train
0.9826363300378036,0.07672700852881362,0,train
0.8045873153345802,0.7461464337112887,0,val
0.7432194972632098,0.6085990265194245,0,train
0.6950141746097427,0.8035435779174784,0,train
0.9870871648833226,0.34945073617512784,0,train
0.39092598469036294,1.0775549206049506,0,train
0.9944970943916069,0.23654668576627955,0,train
0.8136699520617848,0.7095104216589825,0,train
0.3048177549837794,0.7540461685856449,0,train
0.5111097540881854,0.7681324223561533,0,train
0.36326377985415725,0.9713382741803683,0,train
0.03640206855160939,0.8259124076753587,0,val
1.0538342057367416,0.3233974661671026,0,val
0.9371980676527063,0.22477668785097424,0,train
0.9720886180938706,0.2570839275492597,0,train
0.5996840627710613,0.7758775708737348,0,train
0.9194796713428806,0.15109615857038167,0,train
0.7214793189216264,0.3955347537771019,0,val
0.9364359923727003,0.32395898842113047,0,val
1.1196704479872002,0.22605175742572098,0,val
0.9110520192569879,0.518494511011903,0,train
-0.09268619404422052,0.9598055010720047,0,train
0.8569492608621435,0.589118882907373,0,train
0.9515136958706606,0.5153295781814722,0,train
0.32656742212466033,0.7542611635539962,0,train
0.821847510793595,0.4421711054172218,0,val
0.38440732047071824,0.9307139035926507,0,train
0.8897689061564377,0.5186026448167647,0,train
0.9314250752988386,0.33698909275410943,0,val
0.9445359974110544,-0.00598481963197578,0,train
0.484684068843557,0.9234368382736291,0,train
0.8276081667014258,0.6135753282057439,0,train
0.5187233340665784,0.8443766466406787,0,val
0.6964543654358292,0.6346064788944082,0,train
0.8157017666701807,0.49787160046294565,0,train
